name,base,hieght
8134,50,44
8135,67,68
8136,82,73
8137,95,61
8138,49,69
8139,67,57
8140,78,90
8141,14,27
8142,25,38
8143,65,19
8144,56,30
8145,45,85
8146,54,49
8147,70,61
8148,22,96
8149,32,53
8150,62,78
8151,75,91
8152,79,84
8153,75,56
8154,74,47
8155,60,27
8156,81,51
8157,62,14
8158,17,42
8159,93,84
8160,71,79
8161,37,72
8162,73,76
8163,76,19
8164,22,34
8165,60,60
8166,60,88
8167,40,53
8168,48,81
8169,89,67
8170,15,12
8171,59,13
8172,28,32
8173,43,87
8174,66,75
8175,15,38
8176,53,30
8177,73,82
8178,27,59
8179,23,56
8180,60,57
8181,41,91
8182,47,31
8183,60,33
8184,35,78
8185,45,27
8186,11,79
8187,66,34
8188,92,71
8189,12,74
8190,46,100
8191,77,12
8192,64,62
8193,70,16
8194,57,44
8195,51,93
8196,12,95
8197,36,35
8198,13,10
8199,45,45
8200,35,87
8201,52,61
8202,61,20
8203,19,15
8204,34,72
8205,62,53
8206,58,88
8207,79,44
8208,28,98
8209,69,88
8210,57,85
8211,42,89
8212,16,49
8213,17,88
8214,81,42
8215,75,37
8216,52,97
8217,96,95
8218,17,96
8219,39,10
8220,83,11
8221,32,40
8222,20,61
8223,71,44
8224,56,88
8225,45,89
8226,64,98
8227,86,33
8228,43,34
8229,12,66
8230,77,19
8231,76,18
8232,56,82
8233,60,60
8234,18,45
8235,36,72
8236,61,66
8237,51,19
8238,57,71
8239,75,15
8240,97,82
8241,39,54
8242,19,61
8243,32,80
8244,88,14
8245,24,63
8246,22,78
8247,20,86
8248,62,86
8249,97,89
8250,84,92
8251,34,78
8252,25,75
8253,60,76
8254,29,41
8255,79,45
8256,37,73
8257,13,97
8258,78,94
8259,88,10
8260,32,42
8261,20,77
8262,10,80
8263,81,47
8264,95,63
8265,84,28
8266,48,37
8267,44,63
8268,53,16
8269,35,56
8270,71,75
8271,58,16
8272,39,62
8273,17,96
8274,77,42
8275,62,98
8276,54,18
8277,26,83
8278,38,44
8279,44,74
8280,25,86
8281,51,41
8282,97,100
8283,14,50
8284,97,85
8285,61,14
8286,20,66
8287,93,74
8288,82,26
8289,44,73
8290,66,96
8291,93,89
8292,45,98
8293,47,52
8294,49,96
8295,13,84
8296,24,92
8297,19,40
8298,20,52
8299,90,18
8300,33,96
8301,55,92
8302,33,11
8303,18,85
8304,89,49
8305,96,40
8306,56,72
8307,21,51
8308,54,58
8309,86,97
8310,40,39
8311,13,51
8312,69,95
8313,87,13
8314,82,20
8315,57,69
8316,40,82
8317,86,38
8318,60,74
8319,45,82
8320,92,59
8321,29,43
8322,55,70
8323,85,46
8324,10,28
8325,36,10
8326,37,67
8327,100,54
8328,40,26
8329,63,47
8330,40,63
8331,98,28
8332,13,42
8333,42,50
8334,22,97
8335,52,60
8336,25,78
8337,39,60
8338,48,93
8339,12,67
8340,40,86
8341,91,72
8342,66,32
8343,18,60
8344,75,39
8345,20,82
8346,25,97
8347,53,30
8348,49,15
8349,46,82
8350,34,99
8351,100,38
8352,92,25
8353,63,58
8354,38,47
8355,64,81
8356,56,20
8357,92,56
8358,87,40
8359,83,56
8360,64,81
8361,43,16
8362,88,68
8363,67,97
8364,11,53
8365,51,20
8366,68,94
8367,45,47
8368,34,30
8369,43,98
8370,95,71
8371,45,46
8372,64,31
8373,87,42
8374,69,20
8375,74,90
8376,35,71
8377,80,33
8378,48,54
8379,66,68
8380,96,55
8381,12,30
8382,32,11
8383,34,60
8384,67,39
8385,28,90
8386,10,97
8387,66,61
8388,96,15
8389,78,50
8390,50,50
8391,38,55
8392,90,50
8393,41,50
8394,88,36
8395,38,81
8396,69,66
8397,80,73
8398,73,86
8399,10,87
8400,76,27
8401,77,88
8402,97,94
8403,71,68
8404,100,91
8405,28,83
8406,43,30
8407,83,66
8408,89,93
8409,65,45
8410,20,67
8411,40,15
8412,12,61
8413,61,51
8414,50,44
8415,61,69
8416,25,75
8417,28,19
8418,81,22
8419,68,26
8420,93,45
8421,71,52
8422,23,79
8423,89,31
8424,98,76
8425,99,98
8426,97,67
8427,54,69
8428,85,38
8429,83,31
8430,69,89
8431,33,67
8432,67,76
8433,83,21
8434,17,34
8435,82,86
8436,53,28
8437,36,95
8438,95,43
8439,100,56
8440,11,29
8441,66,95
8442,66,11
8443,71,51
8444,60,53
8445,22,32
8446,48,72
8447,53,40
8448,59,44
8449,88,62
8450,70,19
8451,73,92
8452,83,99
8453,13,26
8454,37,83
8455,44,63
8456,88,48
8457,45,98
8458,30,70
8459,79,52
8460,53,37
8461,47,55
8462,86,25
8463,47,60
8464,75,40
8465,60,31
8466,14,37
8467,50,77
8468,70,13
8469,57,91
8470,15,62
8471,58,12
8472,44,52
8473,75,87
8474,74,94
8475,46,75
8476,33,78
8477,77,88
8478,62,35
8479,63,57
8480,63,30
8481,69,91
8482,12,98
8483,84,51
8484,68,84
8485,12,29
8486,77,29
8487,17,17
8488,96,29
8489,52,77
8490,33,82
8491,58,43
8492,30,30
8493,20,28
8494,21,20
8495,83,86
8496,91,45
8497,45,48
8498,91,94
8499,40,29
8500,78,88
8501,53,91
8502,70,32
8503,37,37
8504,58,19
8505,10,72
8506,62,60
8507,93,92
8508,48,45
8509,74,38
8510,96,51
8511,42,100
8512,55,84
8513,62,95
8514,52,96
8515,57,57
8516,46,100
8517,20,93
8518,34,34
8519,32,100
8520,40,33
8521,97,31
8522,36,91
8523,91,94
8524,93,89
8525,19,26
8526,28,88
8527,87,72
8528,96,52
8529,60,100
8530,90,74
8531,11,20
8532,80,33
8533,83,23
8534,56,19
8535,67,91
8536,75,73
8537,22,79
8538,100,15
8539,96,17
8540,20,47
8541,59,51
8542,36,56
8543,36,62
8544,22,75
8545,13,43
8546,58,26
8547,44,17
8548,52,38
8549,83,76
8550,22,72
8551,34,18
8552,36,15
8553,91,32
8554,23,33
8555,49,90
8556,12,42
8557,59,60
8558,46,32
8559,19,97
8560,100,29
8561,26,84
8562,59,25
8563,40,30
8564,81,64
8565,25,30
8566,13,18
8567,78,20
8568,22,97
8569,94,13
8570,17,37
8571,23,83
8572,88,69
8573,94,37
8574,37,97
8575,33,28
8576,88,80
8577,76,11
8578,25,42
8579,60,70
8580,80,20
8581,40,65
8582,74,26
8583,10,51
8584,77,97
8585,51,23
8586,37,56
8587,87,77
8588,92,43
8589,54,48
8590,48,85
8591,53,95
8592,57,38
8593,91,18
8594,17,35
8595,80,49
8596,57,26
8597,39,75
8598,47,66
8599,38,64
8600,84,24
8601,13,11
8602,83,71
8603,57,27
8604,94,22
8605,34,99
8606,83,45
8607,37,86
8608,10,87
8609,95,12
8610,25,88
8611,66,70
8612,72,83
8613,85,98
8614,46,75
8615,51,90
8616,52,43
8617,11,29
8618,53,72
8619,51,88
8620,90,96
8621,20,21
8622,88,38
8623,61,74
8624,63,11
8625,85,16
8626,13,90
8627,51,17
8628,31,54
8629,14,66
8630,18,12
8631,96,74
8632,89,96
8633,80,98
8634,15,27
8635,10,10
8636,76,84
8637,74,90
8638,77,14
8639,53,12
8640,81,46
8641,37,89
8642,92,78
8643,99,33
8644,18,13
8645,22,26
8646,79,78
8647,85,45
8648,36,15
8649,30,29
8650,11,97
8651,58,65
8652,38,61
8653,16,18
8654,31,79
8655,54,33
8656,56,21
8657,16,13
8658,75,71
8659,49,44
8660,81,28
8661,83,99
8662,16,11
8663,37,29
8664,29,42
8665,37,79
8666,35,11
8667,72,24
8668,96,16
8669,97,53
8670,65,35
8671,82,25
8672,48,62
8673,87,59
8674,68,63
8675,32,48
8676,52,65
8677,40,29
8678,23,69
8679,31,62
8680,34,25
8681,76,11
8682,68,43
8683,100,10
8684,72,22
8685,43,75
8686,27,45
8687,23,69
8688,47,11
8689,64,17
8690,85,77
8691,13,80
8692,44,38
8693,70,44
8694,64,93
8695,38,28
8696,55,94
8697,54,96
8698,24,16
8699,11,91
8700,68,65
8701,95,52
8702,28,45
8703,76,49
8704,39,57
8705,72,59
8706,81,38
8707,89,29
8708,16,41
8709,14,69
8710,87,95
8711,37,90
8712,67,98
8713,88,90
8714,10,55
8715,94,53
8716,19,92
8717,69,85
8718,43,16
8719,45,86
8720,27,99
8721,24,11
8722,100,47
8723,12,48
8724,83,78
8725,40,99
8726,61,69
8727,12,91
8728,89,98
8729,28,34
8730,65,52
8731,82,27
8732,73,94
8733,78,66
8734,100,22
8735,67,94
8736,67,21
8737,32,88
8738,70,71
8739,13,35
8740,87,51
8741,88,78
8742,77,31
8743,36,46
8744,30,69
8745,66,59
8746,93,73
8747,28,99
8748,50,38
8749,54,49
8750,72,52
8751,76,73
8752,29,22
8753,68,82
8754,84,58
8755,25,93
8756,87,88
8757,13,18
8758,81,62
8759,28,80
8760,73,97
8761,57,44
8762,36,29
8763,45,84
8764,82,77
8765,34,77
8766,86,55
8767,99,89
8768,16,94
8769,60,10
8770,51,46
8771,52,58
8772,31,12
8773,24,42
8774,31,17
8775,61,14
8776,76,44
8777,18,97
8778,90,59
8779,21,59
8780,74,89
8781,65,91
8782,33,39
8783,30,53
8784,16,36
8785,62,56
8786,25,91
8787,56,88
8788,24,67
8789,79,38
8790,89,65
8791,96,67
8792,84,81
8793,43,61
8794,35,71
8795,71,44
8796,99,28
8797,74,76
8798,57,13
8799,11,63
8800,87,23
8801,46,16
8802,15,73
8803,30,25
8804,41,48
8805,37,40
8806,98,97
8807,17,69
8808,28,61
8809,90,63
8810,53,33
8811,94,92
8812,61,11
8813,63,27
8814,41,76
8815,36,98
8816,21,47
8817,15,19
8818,24,61
8819,62,49
8820,100,64
8821,54,12
8822,74,90
8823,70,29
8824,39,24
8825,49,34
8826,82,97
8827,12,72
8828,35,20
8829,98,54
8830,31,70
8831,45,84
8832,25,61
8833,76,92
8834,76,21
8835,72,41
8836,70,13
8837,38,81
8838,58,53
8839,46,51
8840,16,59
8841,41,78
8842,72,14
8843,29,24
8844,93,26
8845,18,83
8846,98,96
8847,80,28
8848,66,80
8849,20,37
8850,55,25
8851,100,91
8852,21,30
8853,62,77
8854,13,24
8855,22,77
8856,98,35
8857,81,32
8858,89,38
8859,76,55
8860,81,89
8861,62,76
8862,57,43
8863,47,83
8864,24,48
8865,18,60
8866,96,95
8867,29,77
8868,69,38
8869,16,72
8870,78,97
8871,52,75
8872,84,50
8873,33,89
8874,99,69
8875,96,11
8876,52,81
8877,65,14
8878,49,76
8879,50,38
8880,40,93
8881,87,37
8882,71,47
8883,52,47
8884,83,44
8885,14,26
8886,89,71
8887,99,76
8888,22,78
8889,82,18
8890,68,21
8891,28,23
8892,75,26
8893,12,96
8894,41,25
8895,16,73
8896,79,72
8897,60,82
8898,90,32
8899,98,59
8900,90,71
8901,97,88
8902,36,35
8903,54,94
8904,22,34
8905,91,47
8906,21,96
8907,61,92
8908,98,61
8909,32,37
8910,53,89
8911,57,79
8912,42,21
8913,82,66
8914,63,81
8915,98,83
8916,77,100
8917,62,66
8918,96,77
8919,84,26
8920,66,20
8921,49,30
8922,89,91
8923,82,77
8924,61,86
8925,52,91
8926,68,87
8927,64,61
8928,11,75
8929,53,60
8930,46,66
8931,98,24
8932,88,68
8933,91,22
8934,43,17
8935,88,28
8936,55,21
8937,44,48
8938,53,56
8939,70,54
8940,69,51
8941,32,37
8942,55,92
8943,48,28
8944,11,22
8945,14,50
8946,71,45
8947,74,74
8948,49,64
8949,92,12
8950,68,46
8951,14,32
8952,89,78
8953,43,43
8954,98,47
8955,94,42
8956,57,59
8957,81,82
8958,67,19
8959,66,19
8960,30,95
8961,36,15
8962,93,24
8963,45,78
8964,67,66
8965,75,38
8966,97,73
8967,39,28
8968,53,92
8969,45,30
8970,35,68
8971,31,17
8972,27,32
8973,83,84
8974,79,90
8975,85,83
8976,45,22
8977,76,50
8978,67,35
8979,17,59
8980,42,68
8981,19,84
8982,53,15
8983,22,29
8984,64,44
8985,13,25
8986,95,29
8987,94,27
8988,96,15
8989,89,38
8990,95,68
8991,43,15
8992,87,95
8993,21,23
8994,18,51
8995,14,69
8996,14,23
8997,63,91
8998,49,17
8999,20,51
9000,25,79
9001,67,29
9002,100,77
9003,32,62
9004,82,68
9005,89,25
9006,40,48
9007,10,10
9008,67,11
9009,35,79
9010,64,33
9011,53,54
9012,37,52
9013,71,28
9014,15,93
9015,50,93
9016,57,32
9017,64,75
9018,69,30
9019,35,38
9020,55,38
9021,35,34
9022,31,38
9023,27,25
9024,86,39
9025,10,75
9026,63,75
9027,11,91
9028,20,41
9029,56,74
9030,41,47
9031,43,28
9032,23,100
9033,57,73
9034,42,23
9035,10,67
9036,77,15
9037,89,100
9038,37,97
9039,55,22
9040,70,59
9041,45,67
9042,49,32
9043,71,75
9044,38,98
9045,80,81
9046,13,93
9047,21,62
9048,17,83
9049,49,42
9050,28,85
9051,16,59
9052,93,10
9053,61,44
9054,61,31
9055,15,73
9056,31,74
9057,68,96
9058,33,71
9059,80,16
9060,46,77
9061,21,56
9062,71,70
9063,32,51
9064,32,89
9065,78,47
9066,57,97
9067,15,91
9068,60,28
9069,26,38
9070,23,88
9071,91,42
9072,51,30
9073,42,12
9074,26,48
9075,47,75
9076,100,31
9077,87,74
9078,60,26
9079,42,71
9080,58,31
9081,26,98
9082,98,92
9083,17,34
9084,39,80
9085,88,27
9086,36,25
9087,97,11
9088,15,71
9089,52,86
9090,20,17
9091,72,95
9092,41,53
9093,98,26
9094,34,57
9095,55,35
9096,26,83
9097,36,88
9098,22,64
9099,38,54
9100,51,39
9101,91,78
9102,58,91
9103,27,56
9104,99,89
9105,76,72
9106,49,61
9107,28,14
9108,22,30
9109,36,17
9110,15,82
9111,63,45
9112,100,82
9113,69,86
9114,91,74
9115,69,34
9116,54,86
9117,30,12
9118,83,87
9119,10,56
9120,28,42
9121,77,95
9122,49,83
9123,35,50
9124,78,99
9125,63,79
9126,77,54
9127,64,28
9128,61,44
9129,93,32
9130,39,28
9131,83,42
9132,98,10
9133,26,66
9134,68,58
9135,99,94
9136,75,53
9137,87,96
9138,30,22
9139,97,26
9140,65,25
9141,89,62
9142,23,13
9143,75,58
9144,74,81
9145,23,50
9146,39,99
9147,55,85
9148,19,88
9149,69,100
9150,92,84
9151,56,42
9152,83,46
9153,89,29
9154,74,61
9155,96,62
9156,67,25
9157,42,58
9158,16,80
9159,39,21
9160,49,11
9161,66,18
9162,47,100
9163,17,25
9164,38,92
9165,64,34
9166,97,63
9167,81,29
9168,35,98
9169,85,100
9170,99,17
9171,18,76
9172,51,90
9173,32,90
9174,75,55
9175,48,28
9176,93,36
9177,80,42
9178,34,43
9179,82,78
9180,91,94
9181,12,57
9182,91,70
9183,57,47
9184,77,96
9185,79,27
9186,90,99
9187,23,20
9188,28,32
9189,32,46
9190,94,24
9191,15,97
9192,19,13
9193,25,99
9194,16,86
9195,51,60
9196,40,24
9197,62,91
9198,91,30
9199,65,99
9200,41,25
9201,63,73
9202,40,24
9203,10,18
9204,64,99
9205,75,52
9206,54,24
9207,56,33
9208,31,39
9209,53,13
9210,93,85
9211,40,93
9212,76,46
9213,36,37
9214,88,60
9215,52,19
9216,75,76
9217,69,77
9218,92,54
9219,95,13
9220,17,96
9221,47,60
9222,68,91
9223,59,32
9224,91,16
9225,54,72
9226,55,49
9227,67,30
9228,59,72
9229,33,68
9230,50,60
9231,81,63
9232,14,75
9233,56,72
9234,98,54
9235,57,48
9236,39,91
9237,74,64
9238,35,79
9239,51,39
9240,63,28
9241,12,46
9242,17,62
9243,87,57
9244,12,34
9245,57,41
9246,20,81
9247,26,74
9248,85,66
9249,85,28
9250,80,31
9251,69,29
9252,87,68
9253,60,98
9254,78,92
9255,31,40
9256,51,51
9257,20,73
9258,47,88
9259,10,93
9260,14,81
9261,60,37
9262,82,27
9263,96,22
9264,60,30
9265,45,69
9266,89,33
9267,77,35
9268,71,51
9269,27,72
9270,85,31
9271,44,32
9272,36,67
9273,76,72
9274,99,79
9275,57,33
9276,92,84
9277,46,85
9278,45,70
9279,55,46
9280,52,88
9281,99,69
9282,99,95
9283,58,11
9284,54,32
9285,23,78
9286,100,36
9287,21,98
9288,32,76
9289,91,89
9290,77,21
9291,23,66
9292,52,22
9293,68,12
9294,30,69
9295,21,48
9296,76,77
9297,82,79
9298,49,48
9299,83,49
9300,22,96
9301,37,52
9302,67,81
9303,54,34
9304,68,92
9305,97,73
9306,72,96
9307,83,85
9308,28,73
9309,48,16
9310,61,12
9311,41,21
9312,65,25
9313,39,88
9314,62,99
9315,71,84
9316,50,23
9317,78,45
9318,25,77
9319,55,83
9320,99,37
9321,14,46
9322,52,88
9323,42,68
9324,22,82
9325,26,75
9326,59,42
9327,82,15
9328,54,20
9329,44,10
9330,78,94
9331,76,81
9332,32,89
9333,13,37
9334,35,87
9335,66,29
9336,12,24
9337,47,33
9338,11,89
9339,63,94
9340,88,45
9341,56,46
9342,72,36
9343,47,41
9344,32,74
9345,48,19
9346,69,67
9347,60,27
9348,88,50
9349,74,39
9350,42,31
9351,86,25
9352,18,67
9353,20,13
9354,25,55
9355,55,10
9356,88,31
9357,87,24
9358,59,80
9359,92,13
9360,94,17
9361,16,69
9362,92,13
9363,18,11
9364,39,85
9365,89,40
9366,87,23
9367,93,16
9368,74,88
9369,75,20
9370,60,39
9371,33,70
9372,73,93
9373,15,53
9374,21,70
9375,21,39
9376,99,21
9377,11,34
9378,72,63
9379,13,73
9380,71,20
9381,32,55
9382,94,46
9383,10,52
9384,69,33
9385,62,45
9386,32,51
9387,95,22
9388,32,52
9389,89,98
9390,80,53
9391,81,67
9392,23,24
9393,49,97
9394,17,82
9395,43,97
9396,86,92
9397,74,27
9398,90,29
9399,48,73
9400,55,20
9401,54,19
9402,77,54
9403,45,96
9404,51,38
9405,17,57
9406,78,40
9407,85,58
9408,20,24
9409,64,72
9410,82,89
9411,31,84
9412,30,64
9413,33,18
9414,37,47
9415,81,25
9416,64,19
9417,70,97
9418,13,73
9419,12,31
9420,54,65
9421,49,23
9422,11,10
9423,27,78
9424,30,61
9425,15,53
9426,18,51
9427,59,46
9428,22,75
9429,66,73
9430,90,93
9431,83,65
9432,98,44
9433,40,75
9434,33,39
9435,96,19
9436,48,82
9437,93,96
9438,62,100
9439,41,77
9440,21,21
9441,43,35
9442,97,60
9443,53,87
9444,31,48
9445,36,68
9446,20,10
9447,19,65
9448,27,79
9449,79,11
9450,98,77
9451,52,78
9452,100,61
9453,98,84
9454,24,46
9455,74,77
9456,81,63
9457,38,11
9458,10,46
9459,19,35
9460,55,36
9461,51,50
9462,31,17
9463,22,14
9464,57,25
9465,100,88
9466,63,26
9467,25,93
9468,79,42
9469,50,19
9470,75,18
9471,77,91
9472,32,20
9473,21,43
9474,26,96
9475,97,74
9476,47,26
9477,93,43
9478,76,29
9479,16,98
9480,96,36
9481,34,82
9482,32,39
9483,61,63
9484,52,27
9485,39,64
9486,32,79
9487,99,88
9488,16,85
9489,46,43
9490,65,19
9491,21,78
9492,54,22
9493,36,24
9494,24,98
9495,46,39
9496,45,59
9497,24,22
9498,10,79
9499,83,66
9500,57,96
9501,49,85
9502,63,69
9503,60,60
9504,47,87
9505,23,12
9506,94,78
9507,59,82
9508,55,27
9509,72,18
9510,55,31
9511,30,55
9512,25,51
9513,51,43
9514,34,71
9515,57,97
9516,35,88
9517,12,52
9518,74,41
9519,17,88
9520,17,83
9521,55,96
9522,13,12
9523,56,70
9524,97,27
9525,47,70
9526,23,91
9527,13,100
9528,42,82
9529,37,31
9530,75,66
9531,76,62
9532,47,35
9533,62,24
9534,16,47
9535,21,24
9536,28,98
9537,92,10
9538,51,74
9539,69,43
9540,38,39
9541,89,49
9542,20,44
9543,92,63
9544,39,71
9545,89,53
9546,45,79
9547,15,84
9548,10,29
9549,78,52
9550,42,30
9551,99,22
9552,88,71
9553,47,47
9554,47,69
9555,81,45
9556,87,14
9557,27,38
9558,24,76
9559,64,44
9560,71,25
9561,34,61
9562,36,20
9563,20,43
9564,17,41
9565,27,67
9566,54,34
9567,67,20
9568,70,91
9569,64,47
9570,60,78
9571,69,46
9572,67,95
9573,29,40
9574,11,71
9575,96,15
9576,18,92
9577,57,39
9578,78,83
9579,94,39
9580,52,13
9581,25,72
9582,58,29
9583,16,75
9584,23,51
9585,90,63
9586,39,23
9587,57,59
9588,43,48
9589,14,70
9590,98,80
9591,59,63
9592,84,15
9593,42,42
9594,41,57
9595,89,93
9596,61,94
9597,17,62
9598,71,48
9599,37,25
9600,16,84
9601,87,16
9602,97,86
9603,10,47
9604,28,55
9605,74,44
9606,21,77
9607,43,39
9608,79,65
9609,89,33
9610,96,53
9611,55,83
9612,75,65
9613,84,60
9614,23,45
9615,40,14
9616,96,58
9617,67,50
9618,53,78
9619,46,92
9620,81,21
9621,39,42
9622,40,76
9623,61,93
9624,94,72
9625,37,94
9626,74,30
9627,62,51
9628,86,88
9629,76,86
9630,96,19
9631,56,10
9632,21,76
9633,82,68
9634,71,74
9635,63,16
9636,83,24
9637,63,21
9638,84,61
9639,24,39
9640,38,35
9641,25,79
9642,21,13
9643,25,27
9644,80,35
9645,100,23
9646,85,59
9647,17,43
9648,84,28
9649,35,85
9650,40,10
9651,23,20
9652,46,28
9653,67,75
9654,42,28
9655,96,46
9656,73,19
9657,69,16
9658,48,11
9659,13,40
9660,64,76
9661,26,38
9662,48,18
9663,41,100
9664,78,49
9665,43,72
9666,90,26
9667,32,41
9668,90,47
9669,92,48
9670,12,69
9671,95,92
9672,31,69
9673,57,75
9674,18,49
9675,58,79
9676,42,17
9677,17,92
9678,57,15
9679,10,74
9680,16,25
9681,68,44
9682,98,44
9683,78,71
9684,16,60
9685,13,53
9686,72,21
9687,24,77
9688,50,86
9689,27,87
9690,84,58
9691,71,77
9692,84,60
9693,84,38
9694,89,64
9695,31,100
9696,19,53
9697,45,82
9698,17,78
9699,39,47
9700,92,13
9701,35,28
9702,100,76
9703,59,85
9704,32,66
9705,64,43
9706,32,21
9707,48,35
9708,13,98
9709,32,32
9710,14,18
9711,96,84
9712,94,50
9713,92,76
9714,62,72
9715,72,76
9716,56,97
9717,43,65
9718,65,45
9719,21,57
9720,49,23
9721,36,49
9722,76,21
9723,80,45
9724,26,64
9725,38,70
9726,52,88
9727,84,50
9728,32,26
9729,46,83
9730,35,44
9731,37,40
9732,87,43
9733,15,60
9734,20,29
9735,60,48
9736,78,65
9737,63,88
9738,82,85
9739,82,43
9740,37,58
9741,49,29
9742,40,23
9743,38,11
9744,73,16
9745,56,90
9746,43,57
9747,62,80
9748,96,44
9749,14,83
9750,63,80
9751,82,87
9752,12,14
9753,38,41
9754,25,47
9755,28,57
9756,11,87
9757,62,47
9758,16,10
9759,78,10
9760,83,77
9761,55,31
9762,44,83
9763,30,83
9764,14,100
9765,50,34
9766,24,13
9767,74,21
9768,38,55
9769,48,38
9770,97,77
9771,58,45
9772,45,98
9773,94,38
9774,97,36
9775,64,79
9776,97,13
9777,44,35
9778,98,45
9779,30,56
9780,83,70
9781,58,18
9782,65,83
9783,47,44
9784,39,85
9785,29,47
9786,73,70
9787,78,13
9788,68,10
9789,11,92
9790,68,93
9791,52,70
9792,79,75
9793,91,53
9794,37,25
9795,83,76
9796,75,91
9797,59,66
9798,46,99
9799,84,35
9800,19,59
9801,21,18
9802,65,79
9803,58,87
9804,86,76
9805,72,26
9806,30,64
9807,22,47
9808,92,33
9809,24,65
9810,78,23
9811,45,18
9812,75,52
9813,86,48
9814,98,28
9815,80,17
9816,47,70
9817,51,46
9818,51,20
9819,77,19
9820,17,27
9821,52,82
9822,93,94
9823,69,68
9824,26,18
9825,61,58
9826,62,22
9827,27,44
9828,74,58
9829,21,69
9830,83,88
9831,16,48
9832,48,48
9833,33,48
9834,79,89
9835,19,19
9836,85,26
9837,80,60
9838,66,27
9839,46,37
9840,93,37
9841,62,19
9842,59,39
9843,50,16
9844,66,75
9845,68,30
9846,82,61
9847,47,40
9848,46,26
9849,44,25
9850,50,71
9851,47,97
9852,43,82
9853,39,40
9854,100,72
9855,71,18
9856,33,17
9857,97,82
9858,90,100
9859,51,77
9860,78,66
9861,32,22
9862,62,12
9863,22,60
9864,23,63
9865,46,42
9866,41,52
9867,41,100
9868,72,79
9869,79,28
9870,25,34
9871,55,85
9872,40,66
9873,64,48
9874,12,36
9875,43,86
9876,53,47
9877,16,85
9878,57,76
9879,76,30
9880,59,46
9881,25,14
9882,10,94
9883,31,54
9884,38,54
9885,47,40
9886,43,80
9887,56,45
9888,99,72
9889,98,79
9890,80,61
9891,63,92
9892,40,32
9893,44,56
9894,92,76
9895,12,50
9896,44,18
9897,85,43
9898,57,61
9899,52,91
9900,85,50
9901,85,31
9902,57,20
9903,13,51
9904,12,79
9905,90,64
9906,99,75
9907,93,67
9908,60,22
9909,31,88
9910,27,30
9911,31,22
9912,97,25
9913,50,25
9914,92,62
9915,11,77
9916,72,74
9917,36,72
9918,88,30
9919,95,27
9920,41,49
9921,96,79
9922,48,82
9923,63,85
9924,96,15
9925,46,56
9926,61,57
9927,70,93
9928,24,81
9929,58,63
9930,65,22
9931,87,12
9932,40,32
9933,88,40
9934,70,90
9935,61,38
9936,80,95
9937,15,10
9938,37,47
9939,74,56
9940,82,15
9941,17,31
9942,18,44
9943,95,55
9944,57,29
9945,45,63
9946,55,89
9947,51,33
9948,42,50
9949,17,49
9950,62,57
9951,47,79
9952,64,31
9953,88,12
9954,43,83
9955,70,80
9956,69,36
9957,39,27
9958,90,91
9959,93,53
9960,96,19
9961,89,11
9962,31,88
9963,62,83
9964,67,88
9965,25,69
9966,65,26
9967,90,28
9968,63,49
9969,12,15
9970,17,73
9971,66,12
9972,77,35
9973,76,42
9974,21,28
9975,98,20
9976,54,61
9977,26,60
9978,34,38
9979,78,61
9980,68,15
9981,35,80
9982,83,82
9983,16,70
9984,41,34
9985,44,28
9986,55,20
9987,15,74
9988,43,51
9989,92,30
9990,16,51
9991,20,24
9992,69,97
9993,86,71
9994,71,33
9995,12,44
9996,20,96
9997,64,30
9998,91,41
9999,31,78
